total,body
4, 有名 な 「 蒲田 屋 」 さん の 前 を 駅 を 背 に し て しばらく 歩く とある 地元 密着 な 食堂 です 。 　 B 級 偏差 値 の 高い この エリア において 、 さほど 立地 も 良く ない のに いつも 繁盛 し てる お 店 は カウンター 席 、 テーブル 席 、 座敷 と いろんな 用途 に 使える よう に 構成 さ れ て ます 。 　 焼き魚 、 煮 魚 、 揚げ物 、 炒め 物 、 カレー など 、 すごく メニュー が たくさん ある って ほど で も ない ん です が 、 バリエーション が 豊富 で 、 その 日 の オススメ が ホワイト ボード に 書か れ て ます 。 　 見る と 刺身 など 種類 豊富 で 、 くじら 刺し など も あり 、 飲む に も 使える の が わかり ます 。 　 ボトル キープ で 飲ま れ てる らしい 常連 さん も い まし た 。 　 お 酒 に ウー ロン ハイ ３ ８ ０ 円 と シューマイ ３ ８ ０ 円 を 先 に オーダー 。 　 お 酒 に は お通し が つき 、 この 日 は 厚 揚げ 煮 です が しっかり 味 が しみ て おいしい です 。 　 定食 の メニュー を 見 て いる と ９ ０ ０ 円 台 の メニュー が 無く 、 ロース かつ 定食 より 高額 な 海老 フライ 定食 で も ８ ５ ０ 円 、 夜 は サービス 定食 という の が 日 替り で ある よう で 通常 より 安く 、 それ は 非常 に リーズナブル と なる よう です 。 　 シュー マイ は かなり オーソドックス な タマネギ の 甘味 が 強い もの で 、 粗 挽き なお 肉 で おいしい です 。 　 見 てる と 焼き魚 も 非常 に おいし そう だ し 何 を 頼ん で いい か わから なく なっ て しまい ます が 、 この 日 は めったに 定食 で は 頼ま ない 鳥 から あげ 定食 ７ ０ ０ 円 に し て み まし た 。 　 どちら か と 言え ば ご飯 より も お 酒 の お つまみ と 考え て しまう 唐 揚げ 、 本郷 「 大島 や 」 みたい な 名物 から 揚げ なら 食べ た こと あり ます が 、 定食 屋 さん で は 頼ん だ 記憶 が あり ませ ん 。 　 出来上がっ て 来 た 定食 は かなり 内容 が しか k り し た もの でし た 。 　 メイン の 唐 揚げ は ５ ピース 、 ポテサラ と たっぷり の マヨネーズ 、 キャベツ 、 レモン が つけ 合わさ れ ます 。 　 ご飯 も たっぷり で この 日 の 小鉢 は 切り干し 大根 です 。 　 唐 揚げ いただき ます と カリッ と 揚がっ た 衣 に 包ま れ た 鶏肉 は 柔らかく 、 味付け が わざと 薄め に さ れ てる よう です 。 　 それ ゆえ マヨネーズ が たっぷり つけ られる の でしょ う 、 これ は 味 の 変化 が つけ られる ので 気 が きい て ます 。 　 ボリューム しっかり で おいしい 唐 揚げ です が 個人 的 に は やはり 少し 飽き が くる かも しれ ませ ん 。 　 お 隣り さ ん が 頼ん で た カツ カレー が すごい ボリューム で 、 食べ 盛り の 若い 客 から 、 魚 を 食べ たい 年配 客 、 晩酌 で つまみ たい 高齢 客 など さまざま な ニーズ に ばっ ちり 応え てる 優秀 な お 店 と 言え ます 。 　 ちなみに 店員 さん は 厨房 ふくめ て ３ 名 、 すべて 女性 という の も 大衆 食堂 として は 珍しい 構成 です 。 　 混ん でる 理由 は とても よく わかっ た 気 が し ます 。 ★ 4 . 0 
4, 東十条 駅 北口 の 東側 、 エスカレーター を 降り立つ と 左手 目 の 前 に ある 古び た 中華 屋 さん です 。 　 間口 は 狭い のに 奥行き が けっこう ある 店内 は かなり 古び て ます が カウンター 席 ふくめ て ２ ０ 席 くらい ある と 思い ます 。 　 やる気 が あまり 感じ られ ない ご 夫婦 が お 店 を やら れ て い て 、 メニュー は 町 の 中華 屋 さん に ある メニュー は だいたい あり ます が 、 こうした お 店 に は 珍しい 油 淋鶏 なんか が あっ た ので 食べ みよ う と 思っ た ん です けど 一 人 で 食べる に は 量 が 多い よう で 、 ワンタン と チャーハン の セット ７ ８ ０ 円 （ たしか ） を いただく こと に 。 　 頼ん で しまっ て から ビール の つまみ に 餃子 を 頼ん で しまっ て い た こと を 忘れ た こと に 気付き まし た 。 　 ワンタン 、 チャーハン 、 餃子 、 、 、 トリプル 炭水化物 。 。 。 　 先 に 出来 て 来 た 餃子 、 ２ ８ ０ 円 に し て は かなり ボリューム が あり ます が 、 味 は それなり です けど 中 に 空気 が 入っ て しまっ て いる ので 皮 が ブカブカ 、 食 感 が いまいち よろしく あり ませ ん 。 　 続い て ワンタン ＆ チャーハン は いずれ も １ 人前 の ボリューム です 。 　 ワンタン は スープ こそ いかにも な 中華 スープ で 特長 は ない ものの 、 チュルン と し た 手作り ワンタン で おいしい です 。 　 チャーハン は パラリ と 炒 まっ た もの です が 、 味付け は 平凡 な ん です けど チャーシュー の 含有 率 が 尋常 で は あり ませ ん 。 　 こんなに チャーシュー が 入っ た チャーハン は 食べ た こと ない くらい です 。 　 価格 や 味 は けし て 悪く ない です けど 、 なんと 言う か 「 勢い が 無い 」 の が 残念 な 町 の 中華 屋 さん でし た 。 ★ 3 . 6 （ 甘口 ） 
3, ランチタイム 、 気 が 向く と 電車 に 乗っ て ひと 駅 、 目黒 駅前 の 「 田舎 」 に 食べ に くる ん です が 、 この 日 も 満席 で 体 を 滑り込ま せる 余地 無し 。 　 仕方 が 無い ので 並びに 出来 た この お 店 に 入っ て み まし た 。 　 そば 、 うどん 、 パスタ が メイン の メニュー を 構成 する 大手 外食 産業 が 経営 する チェーン 店 らしい です 。 　 入口 の 券売 機 で トマトスパ 大盛り （ 価格 失念 ） を 購入 、 奥 に ある 厨房 の 注文 口 に 置い て 待つ ん です が 、 客席 と 厨房 の レイアウト が おかしく 、 食べ てる 人 の すぐ 横 で 立っ て 待つ こと に なる ので 、 着席 し て 食べ てる 人 は さぞ うっとうしい こと でしょ う 。 　 立ち 食い そば 的 な イメージ を 払拭 し たかっ た から 、 注文 を わざと 奥 に 作っ た よう な 気 が し ます 。 　 内装 など は プロント 的 な トーン を 落とし た 落ち着い た 明る さ 具合 な のに 、 たぬき そば を 食べ て たり し て 、 不思議 な 中途半端 な 雰囲気 が ただよっ て ます 。 　 味 は 言う に およば ず と 言っ た 出来映え 、 あまり さわやか な 感じ が し ない トマト ソース の 酸味 が キツ かっ た です 。 　 どう ゆう お 店 に し たい の か 今ひとつ 伝わっ て 来 ない 新 業態 なお 店 でし た 。 ★ 2 . 8 
4, 博多 で 唯一 食べ た 博多 ラーメン の お 店 です 。 　 なんとも 古く 、 こじんまり し た お 店 です が 昼 どき の 店頭 に 自転車 が 数 台 置い て ある の は おいしい 証拠 でしょ う 、 安心 し て ノ レン を くぐり まし た 。 　 これ また 渋い 店内 は カウンター に １ ０ 席 ほど 、 ６ 人 掛け の テーブル ひとつ に 座敷 に ２ 卓 ほど ある よう です 。 　 やはり 年配 の ご 夫婦 、 そして 赤 提灯 に も 書か れ た 看板 メニュー の 焼き飯 は また し て も 細腕 の 奥様 が 作っ て ます 。 　 見る から に 尻 に 敷か れ て そう な ご 主人 、 こう ゆう 組み合わせ の 夫婦 って やはり 長続き する の か な 。 。 。 など と バカ な こと を 考え て い たら できあがり まし た 。 　 オーダー し た の は お昼 の 定番 セット 、 ラーメン ＆ ミニ 焼き飯 ５ ５ ０ 円 です 。 　 ラーメン の 単品 は ４ ５ ０ 円 。 　 焼き飯 は 中華 鍋 の 空中 で 上手 に パラパラ と 炒め て た ので きっと おいしい はず 。 　 まず ラーメン は 色 が 少し 茶色い です ね 。 　 最初 っ から 紅生姜 が 乗っ て くる の も 地元 で は どう な ん でしょ う 、 常連 さん に は 「 ショー ガ 抜き で 」 という 注文 する 方 も い まし た し 、 カウンター 上 に は 紅生姜 も 高菜 も 胡麻 も 置い て あり ませ ん でし た 。 　 いただき ます と 麺 が 思っ た より 太い です 。 　 少し 苦手 な ん だ けど できれ ば 博多 らしく 極細 の 麺 を 食べ たかっ た な と 思い つつ 、 スープ は さっぱり 目 の 豚 骨 スープ な よう です が もちろん コク は じゅうぶん あり ます 。 　 当然 ながら 臭み も ない おいしい ラーメン です 。 　 さて 、 単品 で 頼ん でる 人 も 何 人 も い た 焼き飯 。 　 いただき ます と パラパラ に 炒め られ た おいしい 焼き飯 は チャーシュー と 言う より ハム が 入っ てる せい か 少し 洋風 な 味わい が あり ます が 、 これ は ラーメン と 相性 が よろしい 。 　 スープ に ちゃ ぷちゃぷつけながらおいしくいただけてしまいます 。 　 とても おいしく いただい た 昼 ご飯 です が 、 博多 の 人 から すれ ば の 変哲 も 無い もの な の でしょ う 、 東京 から 来 た 人間 が 食べ に くる お 店 で は 間違い なく “ 無い ” はず です が 「 来 て 良かっ た 」 そんな 気 に さ せ て くれる 博多 の 日常 風景 でし た 。 ※ この 界隈 は 下町 的 商店 街 が 残っ て い て 古い お 店 も ある よう です 。 今回 は 断念 し た 「 か ど や 」 という 食堂 が 浅草 で も なかなか 少ない ぞ と 言う 渋い お 店 でし た 。 　 その お 店 に 行け なかっ た の が 今回 の 最大 の 心残り です 。 ★ 4 . 2 
4, 博多 に 来 て 長崎 チャンポン 。 　 いい ん でしょ う か これ で 。 　 と 、 自問自答 し ながら も やって来 た の が 古び た 店 が まえ の こちら の お 店 。 　 お客 さん が 止め た で あろ う 車 が 邪魔 で ナイス 昭和 な 全景 写真 が 撮れ なかっ た の が 心残り です が 、 渋い 木製 引戸 を くぐり ます と 店内 ほぼ 満席 で 非常 に 活気 が あり ます 。 　 L 型 に 厨房 を 囲っ た カウンター 席 と テーブル 席 （ 座敷 だっ た か ？ ） が 少々 、 かなり 古い お 店 です 。 　 常連 さん の 話 から 察 する に 間違い なく 家族 経営 で 、 先代 は すでに コンロ の 前 から は なれ 息子 さん が 今 は 中華 鍋 を ふるっ てる 、 そして お母さん が ホール を 仕切っ てる という お 店 。 　 メニュー は 少ない です が 、 オーダー は もちろん チャンポン ６ ５ ０ 円 。 　 背 の 高い カウンター は お隣 り と の 距離 が 狭く 、 いかにも 時間 が ない サラリーマン が 食事 を する お 店 と 言っ た 風情 で 。 食べ 終われ ば ドン ブリ は カウンター の 上 に 乗せ て 自分 で ふきん で クリーニング し て 帰る 、 それ が 当たり前 な お 店 です 。 　 ここ も チャンポン 以外 だ と 焼き飯 （ チャーハン って 言わ ない ） が 人気 です ね 。 　 さて できあがっ た チャンポン 、 とくに 見た目 が 変わっ た ところ は あり ませ ん ので いただい て みる と 、 この 麺 これこれ 。 　 腰 の ない 中 太 で 丸 断面 、 そして おいしい お 店 の 特長 で ある この “ 軽量 感 ” 。 　 なんか 同じ 太 さ の 拉麺 と 比較 する と 軽く 感じる の は 気 の せい でしょ う か 。 　 東京 で 今 まで 食べ た おいしい 店 の 麺 より さらに 軽量 な 感じ 、 不思議 な 食 感 です 。 　 具 材 に は 海鮮 なんて イカゲソ くらい 、 そんな 高級 な チャンポン じゃ ない の は 初め から わかっ て ます が 、 とても マイルド で クリーミー な スープ は 臭み の かけ ら も 無い 上品 な スープ です 。 　 野菜 の 中 で は キャベツ が 多く 、 この キャベツ が なぜ か 非常 に おいしい の です 。 　 甘味 と 言う か キャベツ 独特 の 香り （ 嫌 な 意味 で なく ） が なんだか 懐かしく さえ 思え て くる 。 　 ラーメン や チャンポン で こんなに キャベツ が おいしく 感じ た こと は あり ませ ん 、 九州 の キャベツ は 何 か 違う ん でしょ う か 。 　 カウンター を ふい て お 会計 を し て 、 なんとも ほん わ かする お 店 の 空気 に 自分 が 今 どこ に いる の か 忘れ て しまい そう に なり まし た 。 　 ★ 4 . 1 
3, 浅草 と 言う と 国際 的 な 観光 地 だ から 全般 的 に 物価 が 高い の は よく わかり ます 。 　 同じ 下町 で ある この 月島 も 「 もん じゃ 」 だけ しか ない のに それ が あまりに も 有名 に なっ た ため 価格 競争 の 原理 が 働か ない 、 なんだか 風通し の 悪い 町 という 印象 が あり ます が （ 安く て いい お 店 が ある の も 知っ て ます けど ） 、 今回 見つけ た 渋い お 店 も その イメージ を 払拭 し て は くれ ませ ん でし た 。 　 月島 に 縦横 に 走る 狭い 路地 は 下町 独特 の 長屋 的 風情 が 残っ て い て 、 お 店 が 無い 路地 に は 夜 に なっ て も 外灯 が 満足 に ともら ず 薄暗い 、 なんて 路地 も けっこう あり ます 。 　 そんな 名 も 無い 路地 裏 で 見つけ た の が この 中華 屋 さん です 。 　 入口 の ガラス から ちょっと だけ 店内 が 垣間見 える ので 入る 決意 が でき まし た が 、 何 も 見え ない お 店 だっ たら 入っ て い た か どう か 、 、 、 もちろん 観光 客 が 入る よう な 雰囲気 の お 店 で は まったく あり ませ ん 。 　 それほど 地味 極まりない お 店 です 。 　 店内 は 狭く 、 ４ 人 掛け テーブル が ２ 卓 と 荷物 置き場 に なっ てる カウンター が ２ 席 しか あり ませ ん で 、 つき あたり が 厨房 で これ また 狭 そう です 。 　 年配 の ご 夫婦 と その 息子 さん らしき ３ 人 で 、 客席 数 に し て は 多く ない か な と 思っ てる と どうやら 出前 の 比率 が 高い よう で 、 店内 の お客 さん は 私 一 人 な のに 店主 は ズー っと 中華 鍋 を ふるい 続け て い まし た 。 　 メニュー を 見る と やはり と 言う か 何 と 言う か 「 月島 価格 」 、 と まで は 言い ませ ん が 、 この よう な お 店 に し て は 少し お 高め です 。 　 ここ はて きとう に 五目 ワンタン 麺 ９ ０ ０ 円 を いただき まし た が 、 出前 で 鍛え た せい でしょ う か 、 かなり スピーディ に 出来上がり まし た 。 　 見た目 が ごく 普通 な 五目 ソバ 、 中央 に 配置 さ れ た 卵 の 黄身 が 乾き 気味 だっ たり し て 、 期待 感 が 消え て いき ます 。 　 いただい て み て も その 印象 は 変わら ず 、 何 の 変哲 も 無い 出来映え です 。 　 五 品目 は 入っ てる でしょ う が 野菜 メイン で 内容 が 寂しい 、 ワンタン が 入っ て て 少し は 救わ れ まし た 。 　 この 手 の 中華 屋 さん が けっこう ある 月島 です が 、 どこ も 似 たり 寄っ たり な の でしょ う か 。 。 。 ★ 3 . 1 
4, たま に は 荒川 を 越え て ご飯 を 食べ に 行っ て みよ う か な と 思い 、 川口 方面 の 新旧 ２ 店舗 の つけ 麺 屋 さん を ピックアップ し て 訪れ て み まし た 。 　 西川口 の 「 吉泉 」 を 後 に し て 到着 し た の が こちら 「 １ ０ ２ 」 。 　 大宮 店 の 方 が 評判 が よろしい よう です が 、 いずれ も 千駄木 の 「 TETSU 」 関係 な の だ そう です 。 　 先日 は 池尻 「 和 利道 」 で 同じ TETSU 関係 の つけ 麺 屋 さん に 行っ た ばかり です が 、 最近 多い ん です か ね 。 　 道路 に 面し て 券売 機 が 設置 さ れ 、 食券 購入 後 道ばた で 待たさ れる の は TETSU と 同じ です 。 　 店名 は 「 テンツー 　≒　 てつ 」 の 意味 でしょ う か ？ 　 席 数 は カウンター 十 数 席 あり 広め 、 そして 厨房 も 広め で 従業 員 が この 日 は ６ 名 ほど い た よう で 、 誰 が 見 て も 多 すぎ な 感じ 。 　 スタンダード の つけ 麺 ８ ０ ０ 円 （ ２ ０ ０ g or ３ ０ ０ g ） を ２ ０ ０ g で お願い し まし た 。 　 カウンター 上 に は あらかじめ 焼き 石 を 置く ため の レンゲ や カツオ だし が 入っ た ポット が 配置 さ れ て ます 。 　 出来上がっ て 来 た つけ 麺 、 麺 は 意外 に も 極太 麺 で は あり ませ ん でし た 。 　 丸 断面 の ストレート 中 太 麺 で おいし そう 。 　 つけ ダレ は 夜 の 部 は 鶏 と 魚介 の ダブル と なり ます 。 　 ドロッ と し た 裏ごし し た よう な 滑らか な 食 感 です が 、 最初 食べ た 時 は 豚 骨 ベース と 錯覚 し た ほど ワイルド な 、 言い換えれ ば 少し 臭み を 感じる よう な 味わい 。 　 濃厚 な の は もちろん です が 豚 骨 ほど の パンチ が 無い せい か むしろ 早め に 飽き そう な お 味 です 。 　 焼き 石 は 「 和 利道 」 と 同じ 自然 石 で は ない もの な ので ぜんぜん 火力 が 弱く 、 もはや 何 の 意味 も 感じ ませ ん でし た 。 　 まとまっ て はい ます けど 、 TETSU から 何 も 進化 し て い ない と いう より むしろ 後退 し てる よう です 。 　 威勢 の いい 接客 です が 、 目 が 行き届か ず 雑 な 印象 を 与え て しまっ てる 気 が し まし た 。 　 それでも お客 さん は 後 を 断 たた ない の です から 、 まだまだ この 系統 の 味 は 安泰 な よう です 。 　 さすが に うんざり し て き まし た けど 。 。 。 また 行っ て しまう と いう 。 。 。 ★ 3 . 6 
3,「 一風 堂 」 の 系列 だっ た ん です か 、 それ を 聞い て すべて しっくり き まし た 。 　 あまり 入る 気 も なかっ た ん です が 「 焼 麺 」 という キーワード に 誘わ れ 店頭 の メニュー を 眺め て いる と 、 目ざとく 店内 から 出 て 来 た 店員 さん に 促さ れる よう に 入っ て しまい まし た 。 　 ちゃんぽん の お 店 に し て は かなり 広く 、 ゆったり し て い て 従業 員 が とても 多い です 。 　 お客 さん も 場所 柄 、 学生 らしき 若者 ばかり で 男女 比率 も 半々 、 もしくは 女子 の 方 が 多い かも しれ ませ ん 。 　 内装 が こぎ れい な ので 女の子 で も 入り やすい よう です 。 　 メニュー を 見る と リンガーハット より は お高く なっ て まし て 、 皿 うどん は なかっ た よう です 。 　 チャンポン が スタンダード です が 、 私 は あん かけ チャンポン ７ ８ ０ 円 を いただい て み まし た 。 　 カウンター から 調理 風景 が 見え ます 。 　 リンガーハット で は たぶん どの お 店 も 厨房 内 が よく 見え ない 構造 に なっ てる はず です 。 　 それ は きちんと チャンポン を 作ろ う と 思っ たら 具 材 を 炒める 手間 は きちんと かけ なきゃ いけ ない 点 を 端折っ て 作っ てる こと の あらわれ だ から と 想像 する の です が 、 この お 店 は いちおう 、 厨房 の 真ん中 で 威勢 良く 中華 鍋 が ふるわ れ て ます 。 　 しかし これ だけ の キャパ の お 店 な ので 一 度 に 大量 の 野菜 を 炒める こと と なり 、 見 てる と かなり つら そう で 、 炒め 終わる と 数 人 がかり で ドン ブリ に トッピング し て いっ て ます 。 　 その 姿 が 素人 丸出し な 感じ で 美しく ない ん です が 、 まあ 一生懸命 な の は わかり ます 。 　 本場 長崎 の 大型 中華 店 など で は たぶん ベテラン の 調理 人 が 複数 い て 注文 を さばい てる でしょ う から 、 もともと 無理 の ある 営業 形態 で は ない か と 言わ ざる を 得 ませ ん 。 　 さて 、 私 より 先 の 注文 が ５ 個 くらい チャンポン が 入っ て た よう です が 、 なぜ か 私 の あん かけ チャンポン から 出来上がっ て き まし た 。 　 ボリューム は なかなか 、 野菜 たっぷり で 卵 も フワッ と 仕上がっ てる よう に 見え ます 。 　 ご 自慢 の 焼い た 麺 です が 、 チャンポン と 言う より は 極太 の つけ 麺 の よう な 見た目 、 焼い て は あり ます が 中華 鍋 で 丹念 に 空 焼き し た もの と 違っ て まばら に しか 焼け て ない 状況 です 。 　 味 に 特別 な もの も 見当たら ず 、 リンガーハット の 値段 と 味 と 比較 し て どっち に 行く か 悩ん で しまう 、 といった チャンポン と 感じ て しまい まし た 。 ★ 3 . 0 
2, 深夜 ０ 時 、 中洲 で 夜中 でも まとも な もの が 食べ られ そう な お 店 として ピックアップ し て おい た 餃子 の 「 宝 雲 亭 」 に 行っ た ところ 、 閑古鳥 が 鳴い て い て 「 どう しよ う か な 。 。 。 」 と 思っ て と となり の この お 店 を 見る と 満員 御礼 で 活気づい て ます 。 　 看板 を 見る と 「 幸 麺 屋 」 と 書い て ある 。 　 ちょうど カウンター の 席 が 空い て た ので 滑り込み まし た 。 　 メニュー を み て も 数字 が 書い て ある だけ で 何 の こと か わから なかっ た の です が 、 よく 見る と 辛 さ の 指数 が 書い て ある こと に ようやく 気付き まし た 。 　 つまり 外 で 見 た 看板 は 「 幸 麺 屋 」 で は なく 「 辛 麺 屋 」 だっ た わけ です （ 酔っ て た わけ です 。 。 。 ） 。 　 仕方 が 無い ので 店員 さん に 聞い て ノーマル な 辛 さ と 言う 中 辛 （ ３ 倍 ） という の を いただき まし た ７ ５ ０ 円 です 。 　 周り を 見れ ば 酔っぱらい の 若い 客 ばかり 、 こりゃ 店 の 選択 間違え た か な と 思っ て いる と できあがっ て き まし た 。 　 真っ赤 です ね 。 　 ニラ と 卵 が 見え ます が 具 材 は 貧弱 。 　 麺 は ２ 種類 から 選べ て 韓国 麺 と ちぢれ 麺 、 私 は 韓国 麺 に し まし た が 冷 麺 タイプ と は 思い ませ ん でし た 。 　 辛 ラーメン みたい な 中 太 麺 を 期待 し て い た の です が 。 　 冷 麺 と 言っ て も 少し それ より は 太め で ざら っと し た 舌触り が 少し 感じ られる ので スープ と なじみ やすい よう です が 、 かなり 一本調子 な 辛 さ に 感じ ます 。 　 こりゃ 苦手 な ジャンル 。 　 「 中本 」 の 方 が まだ 食べ やすい です 。 　 ちなみに 辛 さ の 段階 は 小 辛 、 中 辛 、 大 辛 、 特 辛 、 激辛 、 スーパー （ ２ ５ 倍 ） まで ご 用意 し て ます ので 味 は 二の次 、 辛けりゃ いい マニア 以外 に は お 勧め いたし ませ ん 。 ★ 2 . 3 
4, 深沢 不動 の 交差点 に ある 中華 屋 さん 。 　 「 カルビー 麺 」 という 何 か の 大会 の 都知事 賞 を とっ た という 看板 が 目 を ひき ます 。 　 テーブル 席 だけ の さほど 広く も ない 中華 屋 さん です が 、 威勢 の いい 女性 店員 さん が 印象 的 です 。 　 ラーメン が ５ ５ ０ 円 、 定食 で ７ ０ ０ 円 台 が 中心 の メニュー です が 、 自分 たち で 撮影 し た で あろ う メニュー 写真 が リアリティ が あっ て とても 参考 に なり 、 その 中 から 正式 名称 「 ラーメン 屋 の カレーライス 」 ７ ０ ０ 円 を いただく こと に し まし た 。 　 先 に ビール と 小 餃子 ３ ０ ０ 円 （ ３ 個 、 ５ 個 だ と ４ ０ ０ 円 ） を オーダー 。 　 餃子 は 中 の 具 材 が 細かく カット さ れ すぎ て いる ので 歯ごたえ が 貧弱 な の が 残念 な 一 品 です が 、 味 は 良い と 思い ます 。 　 焼き 方 や 包み 方 は 並 と 言っ た ところ 。 　 カレー もちろん 炒め て 作る 中華 屋 さん の カレー です 。 　 具 材 は 豚肉 、 ニンジン 、 じゃがいも 、 タマネギ 、 いん げん 、 いずれ も 細か 目 に 火 が 通り やすく カット さ れ て 、 運ば れ て くる と 缶 の カレー 粉 の 香り 、 なつかしい 香り が し て き ます が 、 それほど 黄ばん だ カレー で も ない です 。 　 味 は 想像 通り 、 「 これこれ ！ 」 といった お 味 。 　 カレー が 多く て ご飯 が 足り ない の が 残念 でし た が 、 とても きちんと し た 中華 屋 カレー です 。 　 つけ 合わせ は プチトマト と メンマ 。 　 メンマ が 桃屋 の と 味 が 酷似 し てる 珍しい 物 です が 、 当然 市販 品 で は ない でしょ う 、 なかなか おいしかっ た です 。 　 カルビー 麺 の 他 に も 変わっ た メニュー が けっこう あり ます 。 　 ラーメン で も 「 ナメコ 入り 」 とか 「 コラーゲン 入り 」 など あっ て 、 カレー に 付属 し て 来 た スープ に も 「 茎 ワカメ 」 みたい な もの が 入っ て まし た 。 　 なんだか 健康 に こだわり が ある お 店 で も ある よう です 。 　 「 たこやき ラーメン 」 なんて の も あり ます が 。 ★ 3 . 6 
3, 毎日 かなり の 行列 を 形成 し て いる も よう です 。 　 期間 限定 店 と 聞い て まし た が 、 あまりに 行列 し てる もの で 行く 気 は なかっ た ん です が 日 を 改めて 並ん で みる こと に し まし た 。 　 この 日 は 前 に ２ ０ 人 ほど 並ん で た でしょ う か 、 我々 が 並ぶ と 行列 は さらに 伸び て いっ た よう です 。 　 博多 の 有名 ラーメン 店 「 麺 劇場 玄 瑛 」 と 極太 麺 で 有名 な 製 麺 所 「 浅草 開化 楼 」 が コンビ を 組ん だ と 言う 話題 ？ の お 店 だ そう で 、 すでに ラーメンブログ 業界 で は 一 巡 終わっ てる の で は ない か と 思わ れ ます 。 　 席 に つく まで ４ ０ 分 くらい 並ん だ 気 が し ます 。 　 目立つ 場所 で も あり 、 客層 は 家族 客 、 老 夫婦 、 女性 客 など 、 一般 の ラーメン 店 より 多彩 な せい も 回転 を 悪く し て いる 要因 か と 思い ます 。 　 「 つけ 麺 朝日 」 そのまま の 状態 で の 営業 です 。 　 メニュー は １つ 、 「 太 ラーメン 」 ８ ０ ０ 円 です が 、 “ 太 宣言 ” という メモ を 書き込ん で 渡す と ６ ５ ０ 円 と なり ます が 、 これ ほど 混雑 し てる ので 渡さ なく て も 割引 に し て しまっ てる よう でし た 。 　 麺 は 日清製粉 の 「 傾奇 者 」 という 粉 を メイン に 配合 、 １ ２ 番 と 言う 切 刃 を 使っ てる と 書い て あり ます が 、 その すご さ は シロウト に は よく わかり ませ ん 。 　 スープ も 香味 油 を いろいろ 工夫 し た と 、 さまざま な 材料 を ブレンド し て どうのこうの と 書い て あり まし た が 頭 に 入っ て き ませ ん 。 　 食べ て み ない と 何 も わかり ませ ん から ね 。 　 厨房 は 配膳 ふくめ て ３ 名 い た よう です が みなさん 若く 、 こう ゆう 店 の 中心 と なる よう な 、 オーラ が 出 てる よう な 店主 らしき 人 が どなた か わかり ませ ん 。 　 やがて 白く て 背 が 高め な ドン ブリ に ボリューム ひかえ め で 出来上がっ て き まし た 。 　 表層 を ぶ厚く 覆う 香味 油 と スライス の タマネギ 、 チャーシュー 代わり の 豚 軟骨 の 煮込み 、 そして カボチャ が 目 を ひき ます 。 　 さっそく いただく と やはり 油 っぽ さ を 感じ ます 。 　 たしかに コク の ある 香り も 素材 が 融合 し た 香味 油 な ん でしょ う が 、 食 感 は けっこう 油 っぽい です 。 　 麺 は 極太 と は 言わ ない 程度 の 太 麺 で 色 は 白っぽく 重量 感 は 無い 、 意外 に 優しい 食 感 でし た 。 　 繊細 な スープ に も あう 太 麺 って 感じ な ん でしょ う か 。 　 豚 軟骨 は 甘辛 っぽく 濃 いい 味付け さ れ た もの で 、 柔らかく 美味しい と 思い ます が 味 が 濃 過ぎ な よう で 存在 が 浮い てる 気 が し ます 。 　 食べ 進む うち に 、 全体 的 に けし て まずく は ない ん です が 、 何 を 食べ てる の か よく わから ない 、 たくさん あっ た やり たかっ た こと を 全部 やっ て み まし た 、 という よう に しか 思え なく なっ て き ます 。 　 食べ 終わっ た 人達 の 顔 を 見 て いる と 、 みなさん 似 た よう な 印象 を 持っ て 帰ら れ てる よう に 思え まし た 。 　 と は いえ スープ は ダシ が 濃く 、 ついつい 飲み すすん で しまう ん です が 。 。 。 　 東京 進出 の 足がかり に しよ う と し てる の か わかり ませ ん が 、 この まま だ と ダメ でしょ う 、 ２ ヶ月 は 持っ て も 固定 店舗 は 難し そう です 。 　 これ だけ の こと が 出来る ん です から 、 また 一 から 練り直せ ば おいしい ラーメン は できる ん じゃ ない か な と 思い まし た 。 ★ 3 . 3 
